"","STYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","AAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","CARAVAN"
"71","21",2,3,"2","01","01","06","1","05","10","1","01","01","05","06","03","06","03","03","3","01","05","01","03","04","01","05","03","01","08","03","08","03","01","07","04","05","06","01","01","01","04","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"noinsurance"
"72","37",1,2,"5","04","02","06","3","03","06","2","04","05","06","02","02","06","05","04","2","01","05","02","03","04","03","03","03","04","07","04","08","02","02","06","05","05","05","03","02","01","04","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"73","19",1,3,"4","09","02","06","2","04","09","2","02","03","06","04","03","04","06","02","2","02","06","04","02","02","02","04","06","02","05","06","08","01","03","06","05","03","04","05","02","01","05","2","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"74","16",2,3,"3","05","01","06","3","04","08","2","03","03","04","06","04","05","04","05","1","01","05","02","01","05","03","03","03","01","02","09","09","01","02","07","04","01","06","05","01","01","05","8","3","1","1","07","1","1","01","1","1","1","1","05","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"noinsurance"
"75","07",1,3,"2","01","02","05","1","06","07","3","02","03","04","06","04","07","01","03","1","01","06","02","02","03","04","05","02","01","03","08","08","03","01","06","05","02","01","06","04","01","07","7","3","1","1","07","1","1","01","1","1","1","1","04","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"noinsurance"
"76","10",1,3,"4","10","01","06","3","03","08","1","03","03","05","05","01","05","06","02","1","01","04","03","06","01","02","05","04","03","03","08","07","01","04","09","02","03","05","05","01","01","05","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"77","32",1,2,"3","03","01","05","3","04","06","2","04","03","05","04","01","04","07","02","1","02","03","03","06","02","02","03","06","04","09","02","07","02","04","07","04","05","05","02","01","01","04","5","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"78","07",1,2,"3","01","01","07","2","03","08","2","02","02","09","02","06","05","01","05","1","01","02","05","01","06","05","01","01","01","10","01","09","02","02","05","06","01","06","05","01","01","06","7","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"79","10",1,2,"3","10","04","04","2","05","09","2","01","01","08","03","05","04","04","07","1","01","02","02","04","07","02","02","02","04","01","10","10","01","01","05","06","04","04","05","01","01","05","7","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"80","35",1,3,"3","01","02","05","2","06","07","3","02","02","05","06","03","06","04","02","1","01","07","02","03","02","04","05","04","01","02","09","08","03","01","09","02","02","04","07","02","01","06","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"81","10",1,2,"3","10","01","07","2","04","06","1","05","04","04","05","02","04","06","02","1","02","07","02","04","02","03","03","04","04","03","08","08","01","03","08","03","01","06","05","01","01","05","7","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"82","10",1,2,"4","10","02","05","2","05","08","2","03","01","10","01","01","01","10","05","1","01","03","03","02","01","01","06","05","01","06","06","07","03","02","06","05","06","06","01","01","01","04","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"83","09",1,3,"3","10","07","01","1","04","09","1","02","02","05","06","06","05","03","07","2","01","04","02","01","07","03","02","03","01","01","10","08","03","02","02","09","02","01","04","06","01","09","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"84","18",1,3,"3","07","01","07","2","03","07","1","04","03","04","06","02","03","07","02","1","02","05","03","05","02","03","03","06","03","03","08","08","01","03","08","03","01","05","06","01","01","05","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"85","36",1,2,"1","08","01","03","3","07","05","3","05","03","06","04","02","05","06","01","1","01","05","04","04","01","02","03","07","01","10","01","05","01","06","09","02","05","03","05","01","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"86","32",1,3,"3","03","02","06","2","04","06","2","04","04","03","05","03","04","06","03","2","01","04","03","04","03","03","03","04","03","06","05","05","03","05","08","03","04","06","02","02","01","04","5","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"87","09",1,3,"3","10","02","08","1","03","09","2","01","01","06","05","05","02","06","05","1","03","03","03","01","04","02","04","04","01","01","10","07","04","01","04","07","04","04","04","03","01","06","9","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"88","13",1,4,"2","03","03","01","3","06","10","1","01","01","04","07","03","05","05","03","1","01","04","06","01","03","01","04","06","01","01","10","10","01","01","08","03","01","06","05","01","01","05","6","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","2","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"noinsurance"
"89","04",1,1,"2","06","01","07","2","03","02","3","07","06","04","03","03","06","03","03","1","01","05","02","04","03","04","04","04","01","10","01","06","02","04","06","05","05","04","04","01","01","04","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"90","32",1,2,"2","03","01","05","3","05","08","2","03","04","05","04","02","02","09","02","1","01","04","07","01","02","02","02","09","01","04","07","08","02","02","09","02","01","08","03","01","01","05","5","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"91","21",1,3,"3","01","02","05","2","06","08","2","02","01","05","06","01","07","04","02","2","01","05","03","04","01","01","05","04","04","01","10","07","03","03","09","02","01","07","01","04","01","06","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","2","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"noinsurance"
"92","16",1,5,"3","05","01","06","1","05","10","1","01","01","01","09","06","05","01","08","1","01","03","01","01","08","01","03","01","01","01","10","10","01","01","05","06","01","01","10","01","01","06","8","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"93","10",2,3,"3","10","01","07","2","03","07","1","04","02","05","05","04","03","06","02","1","02","05","03","05","02","04","03","05","02","04","07","08","01","03","08","03","01","05","06","01","01","05","7","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"94","22",1,1,"5","04","01","05","3","05","04","1","07","07","03","02","02","02","08","01","1","03","03","05","03","01","02","05","06","01","09","02","04","01","07","10","01","03","06","03","02","01","05","2","3","1","1","06","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"95","13",1,2,"3","03","01","08","3","01","10","1","01","03","06","03","03","06","03","02","1","01","04","04","04","02","03","04","05","02","07","04","08","01","03","08","03","02","04","04","03","01","07","6","2","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"noinsurance"
"96","07",1,3,"3","01","01","09","1","02","10","1","01","01","05","06","01","05","06","04","2","03","03","03","02","03","02","05","04","01","04","07","07","03","02","06","05","01","01","08","03","01","07","7","1","1","1","01","1","1","01","1","1","1","4","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"97","13",1,2,"3","03","01","05","1","06","10","1","01","03","05","04","01","01","10","01","1","01","05","06","01","01","01","01","10","01","07","04","10","01","01","10","01","04","05","04","02","01","04","6","1","1","1","07","1","1","01","1","1","1","1","04","1","3","1","5","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,"noinsurance"
"98","21",1,2,"3","01","01","07","2","03","08","2","02","06","02","05","06","05","01","05","1","01","06","02","01","02","09","01","01","01","10","01","09","02","02","05","06","01","06","05","01","01","06","5","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"insurance"
"99","04",1,2,"4","06","03","05","3","03","08","1","03","03","05","04","02","06","05","02","1","01","04","02","05","02","02","05","05","01","03","08","06","04","03","06","05","03","06","04","01","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"insurance"
"100","39",1,2,"2","08","04","05","2","03","02","4","06","05","04","03","02","05","06","02","1","01","04","02","06","02","02","04","05","03","09","02","08","01","03","07","04","06","04","02","02","01","04","3","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"101","15",1,3,"2","06","01","05","1","06","10","1","01","01","03","08","02","02","09","02","1","01","03","07","03","02","02","02","06","05","04","07","07","02","03","08","03","04","06","03","02","01","04","4","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"102","09",1,3,"4","10","01","07","3","03","10","1","01","01","05","06","04","07","01","05","1","01","05","03","01","05","03","05","01","01","01","10","07","04","01","04","07","01","07","04","01","01","05","9","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"103","15",1,4,"2","06","01","09","2","01","10","1","01","01","03","08","03","04","05","04","2","01","05","02","02","04","03","03","05","01","01","10","08","03","01","07","04","01","07","04","01","01","05","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"104","07",2,2,"5","01","03","05","5","01","06","1","05","05","03","04","03","04","05","05","1","01","03","01","05","05","03","01","01","05","01","10","05","03","05","06","05","04","06","02","02","01","04","7","3","1","1","06","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"105","20",1,3,"3","06","03","07","2","03","08","2","03","01","04","07","05","03","05","05","1","02","01","03","04","05","01","03","04","03","03","08","08","03","01","06","05","03","03","04","04","01","06","5","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"106","39",2,2,"2","08","01","04","2","07","05","2","06","04","01","07","01","01","10","01","1","01","01","05","06","01","01","01","05","06","10","01","06","02","04","09","02","06","05","01","01","01","03","3","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"107","33",1,4,"2","10","02","05","2","05","08","2","03","03","05","05","06","05","01","01","6","05","01","01","01","10","01","01","01","01","05","06","07","03","02","06","05","01","01","10","01","01","07","7","1","1","1","06","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"108","36",1,2,"2","08","04","04","1","05","07","1","04","05","03","05","04","06","03","04","2","01","03","03","03","05","03","02","03","02","07","04","08","02","02","03","08","03","04","04","04","01","06","5","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","3","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"109","20",1,2,"2","06","01","05","3","05","04","3","05","05","05","03","01","06","05","01","1","01","08","01","03","01","06","01","05","01","08","03","08","01","03","10","01","05","06","01","01","01","04","5","1","1","4","07","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"110","04",1,4,"3","06","02","05","3","04","08","2","03","01","01","10","01","01","10","01","1","01","01","06","05","01","01","01","06","05","10","01","07","03","03","08","03","01","05","06","01","01","05","4","3","1","1","07","1","7","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"111","16",1,4,"3","05","03","06","2","03","07","2","04","01","03","08","05","05","03","04","2","01","06","03","02","03","03","04","03","02","02","09","09","01","02","07","04","02","04","05","04","02","06","8","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"112","36",1,2,"1","08","01","06","1","06","01","7","04","04","06","03","01","06","05","03","1","01","05","03","03","03","03","03","05","03","10","01","06","04","04","10","01","06","03","04","01","01","04","4","3","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","3","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"noinsurance"
"113","15",1,2,"3","06","01","08","1","03","08","3","01","01","06","05","01","04","07","03","1","01","03","06","03","03","02","03","06","03","01","10","05","05","03","07","04","03","06","04","01","01","04","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"114","12",2,4,"3","06","03","05","3","04","08","1","03","02","04","06","05","06","01","05","2","01","04","01","04","05","03","05","01","01","09","02","07","04","01","01","10","01","05","05","02","02","07","7","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"115","15",1,3,"3","06","01","08","2","03","09","1","02","02","05","05","01","05","06","02","1","01","05","03","03","02","02","04","05","03","01","10","08","02","03","07","04","01","06","05","01","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"116","17",3,2,"4","08","03","03","4","05","05","3","05","06","05","03","04","03","06","06","1","01","05","02","01","03","03","02","05","02","09","02","02","03","07","09","02","08","03","02","01","01","03","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"117","12",1,2,"3","06","01","06","3","03","07","2","03","03","04","05","04","02","07","03","1","01","04","04","03","03","02","03","06","01","03","08","08","01","03","09","02","03","06","03","01","01","04","7","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"118","15",1,3,"3","06","01","03","3","07","07","1","04","04","04","05","01","05","06","02","1","01","04","06","03","02","03","01","08","02","09","02","06","01","05","10","01","01","01","10","01","01","05","4","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","4","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"119","16",1,2,"4","05","02","05","3","05","06","3","04","01","07","04","07","04","01","01","1","01","07","04","01","01","07","01","04","01","01","10","07","02","03","08","03","01","01","10","01","01","05","8","3","1","1","01","1","1","01","1","1","1","1","01","1","3","1","1","1","1","2","1","1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"noinsurance"
"120","15",1,3,"3","06","01","10","1","01","06","1","05","03","04","05","01","04","07","01","1","03","01","04","06","02","01","01","08","03","05","06","04","03","05","08","03","07","03","03","01","01","03","4","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"121","20",1,3,"3","06","04","04","1","04","08","3","02","02","07","04","01","03","08","02","1","01","03","04","05","01","03","02","08","02","07","04","08","02","03","08","03","06","04","02","02","01","04","6","1","1","1","01","1","1","01","1","1","1","1","01","1","1","1","2","1","1","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"122","34",1,4,"3","06","02","05","3","04","08","2","03","01","01","10","01","01","10","01","1","01","01","06","05","01","01","01","06","05","10","01","07","03","03","08","03","01","05","06","01","01","05","6","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"123","12",2,3,"2","06","01","08","1","03","08","3","01","01","05","06","01","03","08","01","3","01","03","05","03","01","01","05","06","01","03","08","06","05","01","10","01","01","06","05","01","01","05","7","1","2","1","01","1","1","01","1","1","1","1","01","1","1","1","6","1","1","1","1","1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"124","21",1,3,"3","01","01","06","2","05","08","2","03","02","04","06","01","04","07","02","1","01","04","05","03","02","04","02","06","02","09","02","07","02","03","10","01","02","06","04","01","01","04","5","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
"125","29",1,3,"3","01","01","04","1","07","10","1","01","01","04","07","06","03","03","03","1","01","06","01","03","03","06","01","03","01","01","10","07","01","04","10","01","01","05","06","01","01","05","9","3","1","1","07","1","1","01","1","1","1","1","01","1","1","1","5","1","1","1","1","1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"noinsurance"
"126","24",1,2,"4","09","01","05","1","06","04","1","07","07","03","03","02","02","08","01","1","01","01","06","05","01","01","01","07","04","10","01","06","01","05","10","01","07","04","01","01","01","03","3","1","1","1","07","1","1","01","1","1","1","1","01","1","1","1","1","1","1","1","1","1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noinsurance"
